city,timestamp,temperature,season
New York,2010-05-24,7.591167901196512,spring
New York,2010-05-25,16.31789975754829,spring
New York,2010-05-26,6.503273594280148,spring
New York,2010-05-27,11.021876137408832,spring
New York,2010-05-28,9.717019192880741,spring
New York,2010-05-29,3.394424246241563,spring
New York,2010-05-30,20.53561819949551,spring
New York,2010-05-31,9.48140910570204,spring
New York,2010-06-01,30.023779503242288,summer
New York,2010-06-02,26.517212593581675,summer
New York,2010-06-03,26.406161134359856,summer
New York,2010-06-04,20.593981580594637,summer
New York,2010-06-05,24.08965756693503,summer
New York,2010-06-06,23.825992710571438,summer
New York,2010-06-07,27.12450654025741,summer
New York,2010-06-08,20.125262927773456,summer
New York,2010-06-09,37.44075159264667,summer
New York,2010-06-10,18.719557317899792,summer
New York,2010-06-11,17.97904458603518,summer
New York,2010-06-12,25.36179873282745,summer
New York,2010-06-13,24.77598491090627,summer
New York,2010-06-14,32.53664241454884,summer
New York,2010-06-15,30.657509886446604,summer
New York,2010-06-16,12.88953732316295,summer
New York,2010-06-17,28.473908816689683,summer
New York,2010-06-18,22.81325541277031,summer
New York,2010-06-19,22.335827246298173,summer
New York,2010-06-20,30.02047590128318,summer
New York,2010-06-21,36.04152184122271,summer
New York,2010-06-22,22.293157104275785,summer
New York,2010-06-23,30.383229064083878,summer
New York,2010-06-24,28.31555832240952,summer
New York,2010-06-25,23.798130523405135,summer
New York,2010-06-26,25.33113981742618,summer
New York,2010-06-27,25.36075664866228,summer
New York,2010-06-28,22.463049571380132,summer
New York,2010-06-29,19.241649034740792,summer
New York,2010-06-30,22.589150743613608,summer
New York,2010-07-01,28.3413145034282,summer
New York,2010-07-02,30.126268263888722,summer
New York,2010-07-03,25.75213847219636,summer
New York,2010-07-04,22.35951256972582,summer
New York,2010-07-05,29.368235622070102,summer
New York,2010-07-06,22.650744525705047,summer
New York,2010-07-07,22.153104378745127,summer
New York,2010-07-08,16.96907904507473,summer
New York,2010-07-09,26.93877680052497,summer
New York,2010-07-10,20.096199189635676,summer
New York,2010-07-11,16.540169833676934,summer
New York,2010-07-12,26.418892586663258,summer
New York,2010-07-13,22.668279366048544,summer
New York,2010-07-14,20.633621175762684,summer
New York,2010-07-15,26.163542849910108,summer
New York,2010-07-16,32.64628838544453,summer
New York,2010-07-17,22.373428088709012,summer
New York,2010-07-18,22.03075979528562,summer
New York,2010-07-19,18.437666006032966,summer
New York,2010-07-20,17.052445336768454,summer
New York,2010-07-21,26.32473202483632,summer
New York,2010-07-22,20.0989967263139,summer
New York,2010-07-23,35.494470000000476,summer
New York,2010-07-24,29.0977855828919,summer
New York,2010-07-25,27.1201629912538,summer
New York,2010-07-26,27.961991825669372,summer
New York,2010-07-27,22.34739675108359,summer
New York,2010-07-28,30.214855361173054,summer
New York,2010-07-29,27.265042897078544,summer
New York,2010-07-30,25.202849235781056,summer
New York,2010-07-31,30.157840836077717,summer
New York,2010-08-01,26.167847152658606,summer
New York,2010-08-02,23.36989465463226,summer
New York,2010-08-03,28.305496630053582,summer
New York,2010-08-04,25.076680558965787,summer
New York,2010-08-05,23.8110900922589,summer
New York,2010-08-06,24.951251085285918,summer
New York,2010-08-07,26.303364237781295,summer
New York,2010-08-08,30.49921258885918,summer
New York,2010-08-09,27.041191966757797,summer
New York,2010-08-10,23.60314418568363,summer
New York,2010-08-11,24.254109506886774,summer
New York,2010-08-12,29.16302829431678,summer
New York,2010-08-13,26.148153987706042,summer
New York,2010-08-14,29.427989493433127,summer
New York,2010-08-15,20.364135969534914,summer
New York,2010-08-16,10.831268280620918,summer
New York,2010-08-17,35.18782448474875,summer
New York,2010-08-18,28.159739874121005,summer
New York,2010-08-19,33.65508226510297,summer
New York,2010-08-20,24.559768896430228,summer
New York,2010-08-21,20.290360959943822,summer
New York,2010-08-22,33.034225220580964,summer
New York,2010-08-23,22.560425083117863,summer
New York,2010-08-24,29.09747587780036,summer
New York,2010-08-25,25.404297297513036,summer
New York,2010-08-26,30.551332467421314,summer
New York,2010-08-27,23.46116179010617,summer
New York,2010-08-28,18.522081609323912,summer
New York,2010-08-29,25.14845989333982,summer
New York,2010-08-30,25.38947384519275,summer
New York,2010-08-31,25.261620816956913,summer
New York,2010-09-01,10.409141765615573,autumn
New York,2010-09-02,14.293995856947138,autumn
New York,2010-09-03,20.825208499853325,autumn
New York,2010-09-04,6.952461143574059,autumn
New York,2010-09-05,11.381176670454595,autumn
New York,2010-09-06,20.0291031506964,autumn
New York,2010-09-07,10.803978916931676,autumn
New York,2010-09-08,15.448984901962069,autumn
New York,2010-09-09,10.638954183647034,autumn
New York,2010-09-10,23.860473654747157,autumn
New York,2010-09-11,12.96468183651389,autumn
New York,2010-09-12,-0.9469618438231286,autumn
New York,2010-09-13,14.240345053213474,autumn
New York,2010-09-14,16.171216607147844,autumn
New York,2010-09-15,12.831450268464032,autumn
New York,2010-09-16,19.408749767721325,autumn
New York,2010-09-17,9.482732231278035,autumn
New York,2010-09-18,5.405199502114122,autumn
New York,2010-09-19,14.30722980516805,autumn
New York,2010-09-20,4.255271813992644,autumn
New York,2010-09-21,12.057646095316567,autumn
New York,2010-09-22,14.1461108356062,autumn
New York,2010-09-23,18.67791972272271,autumn
New York,2010-09-24,19.982053031093063,autumn
New York,2010-09-25,10.980024988817206,autumn
New York,2010-09-26,23.932941196623407,autumn
New York,2010-09-27,18.958104510103578,autumn
New York,2010-09-28,4.396319651326568,autumn
New York,2010-09-29,7.407416545538669,autumn
New York,2010-09-30,20.837494384620925,autumn
New York,2010-10-01,11.300669743896956,autumn
New York,2010-10-02,9.3602543422592,autumn
New York,2010-10-03,9.758616375629892,autumn
New York,2010-10-04,15.634171222604845,autumn
New York,2010-10-05,15.818084773414057,autumn
New York,2010-10-06,10.668955635236083,autumn
New York,2010-10-07,21.514344327563247,autumn
New York,2010-10-08,19.272849516679265,autumn
New York,2010-10-09,17.406362636961973,autumn
New York,2010-10-10,8.760484576456085,autumn
New York,2010-10-11,21.893479284933886,autumn
New York,2010-10-12,13.17610171511453,autumn
New York,2010-10-13,11.730103500784933,autumn
New York,2010-10-14,11.014325774557694,autumn
New York,2010-10-15,14.938394923094586,autumn
New York,2010-10-16,21.453880134713412,autumn
New York,2010-10-17,11.878119972171996,autumn
New York,2010-10-18,7.013140441349929,autumn
New York,2010-10-19,15.287111282040833,autumn
New York,2010-10-20,10.84062778734042,autumn
New York,2010-10-21,12.650240534518703,autumn
New York,2010-10-22,17.54687426346377,autumn
New York,2010-10-23,9.556026661093405,autumn
New York,2010-10-24,13.11269629176383,autumn
New York,2010-10-25,17.81707806941872,autumn
New York,2010-10-26,10.111148137000363,autumn
New York,2010-10-27,9.091802765243337,autumn
New York,2010-10-28,18.55116671574377,autumn
New York,2010-10-29,7.458975473250199,autumn
New York,2010-10-30,32.57993417570336,autumn
New York,2010-10-31,2.7780895354629322,autumn
New York,2010-11-01,20.386971844776195,autumn
New York,2010-11-02,14.35188691908374,autumn
New York,2010-11-03,22.40805635815109,autumn
New York,2010-11-04,25.255954416024515,autumn
New York,2010-11-05,12.243844494414063,autumn
New York,2010-11-06,10.24224804219082,autumn
New York,2010-11-07,16.011848541570192,autumn
New York,2010-11-08,18.893042848989996,autumn
New York,2010-11-09,12.608128381613964,autumn
New York,2010-11-10,17.478690713320375,autumn
New York,2010-11-11,19.896932070603338,autumn
New York,2010-11-12,3.7527258962850496,autumn
New York,2010-11-13,10.505934503524749,autumn
New York,2010-11-14,13.497743607915952,autumn
New York,2010-11-15,20.07626483870279,autumn
New York,2010-11-16,22.452387898274388,autumn
New York,2010-11-17,13.48733813206706,autumn
New York,2010-11-18,15.809649395740502,autumn
New York,2010-11-19,16.947077705958648,autumn
New York,2010-11-20,21.43497484963909,autumn
New York,2010-11-21,10.647513753933275,autumn
New York,2010-11-22,8.497454916802365,autumn
New York,2010-11-23,10.426822833034006,autumn
New York,2010-11-24,13.11183062542913,autumn
New York,2010-11-25,19.578248023293554,autumn
New York,2010-11-26,18.368406793288802,autumn
New York,2010-11-27,31.433298731192597,autumn
New York,2010-11-28,18.679936725816127,autumn
New York,2010-11-29,22.88543243866895,autumn
New York,2010-11-30,9.404252052153947,autumn
New York,2010-12-01,-4.4806211238025595,winter
New York,2010-12-02,2.3479893755236,winter
New York,2010-12-03,0.25415567050712035,winter
New York,2010-12-04,-1.8343932985608615,winter
New York,2010-12-05,11.207351714631278,winter
New York,2010-12-06,-2.6312087725269926,winter
New York,2010-12-07,-6.04212831028053,winter
New York,2010-12-08,-3.046655437925353,winter
New York,2010-12-09,1.8020021198690397,winter
New York,2010-12-10,-1.1783209656200593,winter
New York,2010-12-11,-1.837119664163921,winter
New York,2010-12-12,-3.9808015611670062,winter
New York,2010-12-13,7.907697720488699,winter
New York,2010-12-14,2.113073626606979,winter
New York,2010-12-15,-6.06669315940107,winter
New York,2010-12-16,1.5111314992924807,winter
New York,2010-12-17,4.8839399143542925,winter
New York,2010-12-18,4.81406536807759,winter
New York,2010-12-19,6.834966111966363,winter
New York,2010-12-20,2.8657609408813407,winter
New York,2010-12-21,7.835770278046919,winter
New York,2010-12-22,-2.331526674326971,winter
New York,2010-12-23,4.9291701932060885,winter
New York,2010-12-24,5.6016375621228685,winter
New York,2010-12-25,-2.209278540408101,winter
New York,2010-12-26,3.850587953932258,winter
New York,2010-12-27,-0.7309138606340739,winter
New York,2010-12-28,-2.9548885585079585,winter
New York,2010-12-29,3.5887269830257895,winter
New York,2010-12-30,0.036250366032872613,winter
New York,2010-12-31,1.9080899031537815,winter
New York,2011-01-01,6.561281714442474,winter
New York,2011-01-02,-4.373812979348014,winter
New York,2011-01-03,-9.013648119978196,winter
New York,2011-01-04,0.44565380792548526,winter
New York,2011-01-05,0.4951341514439178,winter
New York,2011-01-06,8.731050769771723,winter
New York,2011-01-07,-6.11398907408814,winter
New York,2011-01-08,6.55750163088695,winter
New York,2011-01-09,-6.5973568711159025,winter
New York,2011-01-10,-7.851542052886815,winter
New York,2011-01-11,1.8988607286967898,winter
New York,2011-01-12,0.42585143057306707,winter
New York,2011-01-13,8.658702820852145,winter
New York,2011-01-14,4.209146427041542,winter
New York,2011-01-15,-6.104449640468221,winter
New York,2011-01-16,-8.918521924040858,winter
New York,2011-01-17,2.3156331927043663,winter
New York,2011-01-18,0.03951309732255834,winter
New York,2011-01-19,-0.45624707735283265,winter
New York,2011-01-20,-2.07447648163681,winter
New York,2011-01-21,10.43572431452812,winter
New York,2011-01-22,-3.356964696802434,winter
New York,2011-01-23,-1.6770967626882105,winter
New York,2011-01-24,-1.0434973932712142,winter
New York,2011-01-25,6.085785671494564,winter
New York,2011-01-26,6.958891287544998,winter
New York,2011-01-27,-0.18174353449040404,winter
New York,2011-01-28,-4.845167631210465,winter
New York,2011-01-29,6.524248806773453,winter
New York,2011-01-30,5.125640405745423,winter
New York,2011-01-31,0.5819095004903572,winter
New York,2011-02-01,-3.657085023192233,winter
New York,2011-02-02,6.300071455613035,winter
New York,2011-02-03,-1.6584661952692679,winter
New York,2011-02-04,1.9315230694711762,winter
New York,2011-02-05,3.5580156368909583,winter
New York,2011-02-06,6.3622000796642855,winter
New York,2011-02-07,-10.178699953795402,winter
New York,2011-02-08,6.313224731147363,winter
New York,2011-02-09,1.0115771626505399,winter
New York,2011-02-10,-8.216717320230623,winter
New York,2011-02-11,1.0969744752657091,winter
New York,2011-02-12,-3.4976099039856234,winter
New York,2011-02-13,-6.236359056694473,winter
New York,2011-02-14,-6.495093464765742,winter
New York,2011-02-15,2.106852431772765,winter
New York,2011-02-16,3.0859104354170475,winter
New York,2011-02-17,3.7432283623638622,winter
New York,2011-02-18,-0.13892746248465174,winter
New York,2011-02-19,-0.8030480872902155,winter
New York,2011-02-20,-1.5490692714318668,winter
New York,2011-02-21,-11.998828383244632,winter
New York,2011-02-22,1.70719869495429,winter
New York,2011-02-23,3.1713816853361805,winter
New York,2011-02-24,-0.6746350792993958,winter
New York,2011-02-25,-11.154805668490317,winter
New York,2011-02-26,-1.9263352906062008,winter
New York,2011-02-27,-0.5136107996150888,winter
New York,2011-02-28,-8.427120413355238,winter
New York,2011-03-01,8.638851212591886,spring
New York,2011-03-02,10.571285709186277,spring
New York,2011-03-03,2.6668537684920848,spring
New York,2011-03-04,17.183818140063973,spring
New York,2011-03-05,7.112141288502663,spring
New York,2011-03-06,6.342847301084376,spring
New York,2011-03-07,7.798106186804936,spring
New York,2011-03-08,9.603319096973438,spring
New York,2011-03-09,13.939457746832584,spring
New York,2011-03-10,16.986655542003746,spring
New York,2011-03-11,8.609055194922067,spring
New York,2011-03-12,9.2658561090061,spring
New York,2011-03-13,14.302337150560163,spring
New York,2011-03-14,12.07486365359917,spring
New York,2011-03-15,11.765164509565974,spring
New York,2011-03-16,14.45002818610196,spring
New York,2011-03-17,9.1075643810813,spring
New York,2011-03-18,6.754453372706094,spring
New York,2011-03-19,15.678648449123898,spring
New York,2011-03-20,10.705254989976588,spring
New York,2011-03-21,16.498269674316727,spring
New York,2011-03-22,10.708935617678556,spring
New York,2011-03-23,8.369870248477993,spring
New York,2011-03-24,16.598230033896794,spring
New York,2011-03-25,13.468845423130773,spring
New York,2011-03-26,14.563594171115518,spring
New York,2011-03-27,15.434823787017535,spring
New York,2011-03-28,18.86631825823387,spring
New York,2011-03-29,0.044787573247985435,spring
New York,2011-03-30,11.12568434647212,spring
New York,2011-03-31,7.876900103312947,spring
New York,2011-04-01,9.949683511562819,spring
New York,2011-04-02,16.429473390286624,spring
New York,2011-04-03,17.08046210528434,spring
New York,2011-04-04,13.166292260470556,spring
New York,2011-04-05,2.9380646096148215,spring
New York,2011-04-06,11.16884487001964,spring
New York,2011-04-07,11.605698423330551,spring
New York,2011-04-08,13.876118593833898,spring
New York,2011-04-09,11.12354338189832,spring
New York,2011-04-10,6.272912545338558,spring
New York,2011-04-11,17.391761174711732,spring
New York,2011-04-12,7.983044282720218,spring
New York,2011-04-13,0.9615562006552878,spring
New York,2011-04-14,11.312611268200381,spring
New York,2011-04-15,18.446901355545563,spring
New York,2011-04-16,4.748022947893187,spring
New York,2011-04-17,9.80998052609178,spring
New York,2011-04-18,8.751996533428091,spring
New York,2011-04-19,4.607248260924619,spring
New York,2011-04-20,10.823995831239273,spring
New York,2011-04-21,1.2559296962653281,spring
New York,2011-04-22,19.36950241884641,spring
New York,2011-04-23,16.329004378712995,spring
New York,2011-04-24,8.988726196248738,spring
New York,2011-04-25,12.86182967564796,spring
New York,2011-04-26,4.776887695344735,spring
New York,2011-04-27,2.109359580972283,spring
New York,2011-04-28,8.65551555499411,spring
New York,2011-04-29,11.734532501338656,spring
New York,2011-04-30,6.594749112859839,spring
New York,2011-05-01,16.928494261583538,spring
New York,2011-05-02,5.4415633779301285,spring
New York,2011-05-03,8.116575089100305,spring
New York,2011-05-04,12.971895637718124,spring
New York,2011-05-05,15.67869467833294,spring
New York,2011-05-06,9.667570506794029,spring
New York,2011-05-07,27.467490946325114,spring
New York,2011-05-08,13.877600575666028,spring
New York,2011-05-09,5.745289574849209,spring
New York,2011-05-10,12.623747718741996,spring
New York,2011-05-11,11.038198873604214,spring
New York,2011-05-12,8.5729737077278,spring
New York,2011-05-13,10.46353279853585,spring
New York,2011-05-14,10.454684700370441,spring
New York,2011-05-15,10.256869516328964,spring
New York,2011-05-16,10.174650516675989,spring
New York,2011-05-17,12.303601026846202,spring
New York,2011-05-18,14.082129515831365,spring
New York,2011-05-19,2.2154761939342107,spring
New York,2011-05-20,12.824144090336336,spring
New York,2011-05-21,2.9801393625573693,spring
New York,2011-05-22,9.207960076378187,spring
New York,2011-05-23,1.9792526775633874,spring
New York,2011-05-24,12.78290418051834,spring
New York,2011-05-25,16.256586301502026,spring
New York,2011-05-26,-7.518450331145143,spring
New York,2011-05-27,7.754962428631043,spring
New York,2011-05-28,10.772643793023779,spring
New York,2011-05-29,9.091529638146525,spring
New York,2011-05-30,11.14430289069348,spring
New York,2011-05-31,6.612024910478558,spring
New York,2011-06-01,26.226840610606928,summer
New York,2011-06-02,22.284020878508912,summer
New York,2011-06-03,24.993378398437887,summer
New York,2011-06-04,24.08165742989273,summer
New York,2011-06-05,15.00150060115784,summer
New York,2011-06-06,23.50808650571599,summer
New York,2011-06-07,21.884536644352842,summer
New York,2011-06-08,28.362904566260912,summer
New York,2011-06-09,23.04137735506444,summer
New York,2011-06-10,28.78418499292538,summer
New York,2011-06-11,22.192333767244623,summer
New York,2011-06-12,25.00261723528702,summer
New York,2011-06-13,28.461147156001193,summer
New York,2011-06-14,17.701578117555126,summer
New York,2011-06-15,23.159837892977805,summer
New York,2011-06-16,21.9986876879956,summer
New York,2011-06-17,20.99618792088572,summer
New York,2011-06-18,23.00663913480256,summer
New York,2011-06-19,21.372625473760635,summer
New York,2011-06-20,30.553109904390286,summer
New York,2011-06-21,29.831514056009947,summer
New York,2011-06-22,31.620103818350323,summer
New York,2011-06-23,25.18920232072308,summer
New York,2011-06-24,26.295512672333977,summer
New York,2011-06-25,32.47610243518164,summer
New York,2011-06-26,32.66091096120991,summer
New York,2011-06-27,30.02645588665341,summer
New York,2011-06-28,26.548627395837876,summer
New York,2011-06-29,21.148033689188374,summer
New York,2011-06-30,23.811587799495136,summer
New York,2011-07-01,29.19809954773458,summer
New York,2011-07-02,21.165011218495472,summer
New York,2011-07-03,20.691355726963742,summer
New York,2011-07-04,17.05653995148718,summer
New York,2011-07-05,26.26306933408108,summer
New York,2011-07-06,20.91188576568339,summer
New York,2011-07-07,21.67911145657899,summer
New York,2011-07-08,25.391406728061323,summer
New York,2011-07-09,24.504159009247434,summer
New York,2011-07-10,27.54365244746715,summer
New York,2011-07-11,23.602928400364434,summer
New York,2011-07-12,23.288038068187483,summer
New York,2011-07-13,32.50246034473608,summer
New York,2011-07-14,21.826886584623715,summer
New York,2011-07-15,28.826185331362502,summer
New York,2011-07-16,33.89985931739992,summer
New York,2011-07-17,28.939607918793335,summer
New York,2011-07-18,27.90178443835109,summer
New York,2011-07-19,14.949065923081136,summer
New York,2011-07-20,21.303404508449184,summer
New York,2011-07-21,18.648430878470634,summer
New York,2011-07-22,28.99545713389144,summer
New York,2011-07-23,30.53095141938823,summer
New York,2011-07-24,22.552004588630872,summer
New York,2011-07-25,32.29538396853116,summer
New York,2011-07-26,28.096732674669546,summer
New York,2011-07-27,24.75836263175399,summer
New York,2011-07-28,29.27659481689026,summer
New York,2011-07-29,24.67363031974968,summer
New York,2011-07-30,27.861039129716247,summer
New York,2011-07-31,29.180970700018534,summer
New York,2011-08-01,31.14164036872247,summer
New York,2011-08-02,29.877878782171678,summer
New York,2011-08-03,23.026145319992285,summer
New York,2011-08-04,24.24708080108841,summer
New York,2011-08-05,24.126700615033645,summer
New York,2011-08-06,23.28230438095708,summer
New York,2011-08-07,29.600082350919784,summer
New York,2011-08-08,18.007004563010412,summer
New York,2011-08-09,21.17172675656648,summer
New York,2011-08-10,23.4810456265297,summer
New York,2011-08-11,26.550936906481127,summer
New York,2011-08-12,17.04007452410654,summer
New York,2011-08-13,8.983087116886097,summer
New York,2011-08-14,28.162910380159364,summer
New York,2011-08-15,23.59676314633616,summer
New York,2011-08-16,21.670883084071885,summer
New York,2011-08-17,23.596651639917987,summer
New York,2011-08-18,29.446279523374756,summer
New York,2011-08-19,23.6449720934764,summer
New York,2011-08-20,30.34099494196454,summer
New York,2011-08-21,17.43682455056979,summer
New York,2011-08-22,28.144632533693173,summer
New York,2011-08-23,14.045698740264843,summer
New York,2011-08-24,19.81898953557928,summer
New York,2011-08-25,24.98059908012563,summer
New York,2011-08-26,25.850467247923813,summer
New York,2011-08-27,20.211661838347034,summer
New York,2011-08-28,27.80467574120391,summer
New York,2011-08-29,29.159935217754857,summer
New York,2011-08-30,25.642255269989228,summer
New York,2011-08-31,20.337672458054648,summer
New York,2011-09-01,17.07367317234714,autumn
New York,2011-09-02,9.26213729173482,autumn
New York,2011-09-03,15.900388657985927,autumn
New York,2011-09-04,20.88430913909427,autumn
New York,2011-09-05,18.279549733013056,autumn
New York,2011-09-06,18.036997847258107,autumn
New York,2011-09-07,11.284773806659958,autumn
New York,2011-09-08,27.945517893839686,autumn
New York,2011-09-09,12.031318792913112,autumn
New York,2011-09-10,10.779847400323323,autumn
New York,2011-09-11,13.11250722699406,autumn
New York,2011-09-12,10.586940863820086,autumn
New York,2011-09-13,14.260319092292224,autumn
New York,2011-09-14,13.57152223533821,autumn
New York,2011-09-15,20.857820093790174,autumn
New York,2011-09-16,13.573837551257242,autumn
New York,2011-09-17,16.029485215339083,autumn
New York,2011-09-18,11.63360394765243,autumn
New York,2011-09-19,14.462730126336513,autumn
New York,2011-09-20,20.51058774457819,autumn
New York,2011-09-21,8.728205941012419,autumn
New York,2011-09-22,16.871970242714315,autumn
New York,2011-09-23,15.677965351648226,autumn
New York,2011-09-24,14.976739225687867,autumn
New York,2011-09-25,11.630160621789987,autumn
New York,2011-09-26,13.742134763183149,autumn
New York,2011-09-27,19.827026851788602,autumn
New York,2011-09-28,6.132582118317979,autumn
New York,2011-09-29,7.671280140963182,autumn
New York,2011-09-30,12.508566015990105,autumn
New York,2011-10-01,16.429673735557888,autumn
New York,2011-10-02,16.0585517460435,autumn
New York,2011-10-03,23.618759876548303,autumn
New York,2011-10-04,13.462755126745261,autumn
New York,2011-10-05,18.482641576909263,autumn
New York,2011-10-06,17.619917234900246,autumn
New York,2011-10-07,8.774750443876474,autumn
New York,2011-10-08,13.699596003683132,autumn
New York,2011-10-09,16.04057870198711,autumn
New York,2011-10-10,15.181534312068944,autumn
New York,2011-10-11,17.97551788459379,autumn
New York,2011-10-12,12.19443123201708,autumn
New York,2011-10-13,19.563293296728624,autumn
